Run,Sam.file.name,LABID
GTseq.val.all4,z0040334_GTseek_030_384i5_199_Mnov_D01.fastq.sam,z0040334
GTseq.val.all5,z0040345_GTseek_030_384i5_201_Mnov_E01.fastq.sam,z0040345
GTseq.val.all6,z0040363_GTseek_030_384i5_203_Mnov_F01.fastq.sam,z0040363
GTseq.val.all7,z0040364_GTseek_030_384i5_205_Mnov_G01.fastq.sam,z0040364
GTseq.val.all8,z0040439_GTseek_030_384i5_207_Mnov_H01.fastq.sam,z0040439
GTseq.val.all9,z0040985_GTseek_030_384i5_209_Mnov_A02.fastq.sam,z0040985
GTseq.val.all10,z0041051_GTseek_030_384i5_211_Mnov_B02.fastq.sam,z0041051
GTseq.val.all11,z0043496_GTseek_030_384i5_213_Mnov_C02.fastq.sam,z0043496
GTseq.val.all12,z0043765_GTseek_030_384i5_215_Mnov_D02.fastq.sam,z0043765
GTseq.val.all13,z0043966_GTseek_030_384i5_217_Mnov_E02.fastq.sam,z0043966
GTseq.val.all14,z0047562_GTseek_030_384i5_219_Mnov_F02.fastq.sam,z0047562
GTseq.val.all15,z0047854_GTseek_030_384i5_221_Mnov_G02.fastq.sam,z0047854
GTseq.val.all16,z0051327_GTseek_030_384i5_223_Mnov_H02.fastq.sam,z0051327
GTseq.val.all17,z0051431_GTseek_030_384i5_225_Mnov_A03.fastq.sam,z0051431
GTseq.val.all18,z0051840_GTseek_030_384i5_227_Mnov_B03.fastq.sam,z0051840
GTseq.val.all19,z0053020_GTseek_030_384i5_229_Mnov_C03.fastq.sam,z0053020
GTseq.val.all20,z0053024_GTseek_030_384i5_231_Mnov_D03.fastq.sam,z0053024
GTseq.val.all21,z0053025_GTseek_030_384i5_233_Mnov_E03.fastq.sam,z0053025
GTseq.val.all22,z0053031_GTseek_030_384i5_235_Mnov_F03.fastq.sam,z0053031
GTseq.val.all23,z0053032_GTseek_030_384i5_237_Mnov_G03.fastq.sam,z0053032
GTseq.val.all24,z0053032_GTseek_030_384i5_381_Mnov_G12.fastq.sam,z0053032
GTseq.val.all26,z0053040_GTseek_030_384i5_239_Mnov_H03.fastq.sam,z0053040
GTseq.val.all27,z0053071_GTseek_030_384i5_241_Mnov_A04.fastq.sam,z0053071
GTseq.val.all28,z0053082_GTseek_030_384i5_243_Mnov_B04.fastq.sam,z0053082
GTseq.val.all29,z0053083_GTseek_030_384i5_245_Mnov_C04.fastq.sam,z0053083
GTseq.val.all30,z0053090_GTseek_030_384i5_247_Mnov_D04.fastq.sam,z0053090
GTseq.val.all31,z0053096_GTseek_030_384i5_249_Mnov_E04.fastq.sam,z0053096
GTseq.val.all32,z0053100_GTseek_030_384i5_251_Mnov_F04.fastq.sam,z0053100
GTseq.val.all33,z0053101_GTseek_030_384i5_253_Mnov_G04.fastq.sam,z0053101
GTseq.val.all34,z0053102_GTseek_030_384i5_255_Mnov_H04.fastq.sam,z0053102
GTseq.val.all35,z0053111_GTseek_030_384i5_257_Mnov_A05.fastq.sam,z0053111
