Plate,Row,Column,LABID,Miseq.num,fname,fname2
1,A,1,z0195258,28277,z0195258_Mnov_MS51_n0028277_R1.fastq.gz,z0195258_S1_L001_R1.fastq.gz
1,B,1,z0195643,28278,z0195643_Mnov_MS51_n0028278_R1.fastq.gz,z0195643_S2_L001_R1.fastq.gz
1,C,1,z0195644,28279,z0195644_Mnov_MS51_n0028279_R1.fastq.gz,z0195644_S3_L001_R1.fastq.gz
1,D,1,z0195645,28280,z0195645_Mnov_MS51_n0028280_R1.fastq.gz,z0195645_S4_L001_R1.fastq.gz
1,E,1,z0195646,28281,z0195646_Mnov_MS51_n0028281_R1.fastq.gz,z0195646_S5_L001_R1.fastq.gz
1,F,1,z0195647,28282,z0195647_Mnov_MS51_n0028282_R1.fastq.gz,z0195647_S6_L001_R1.fastq.gz
1,G,1,z0195648,28283,z0195648_Mnov_MS51_n0028283_R1.fastq.gz,z0195648_S7_L001_R1.fastq.gz
1,H,1,z0195650,28284,z0195650_Mnov_MS51_n0028284_R1.fastq.gz,z0195650_S8_L001_R1.fastq.gz
1,A,2,z0195651,28285,z0195651_Mnov_MS51_n0028285_R1.fastq.gz,z0195651_S9_L001_R1.fastq.gz
1,B,2,z0195653,28286,z0195653_Mnov_MS51_n0028286_R1.fastq.gz,z0195653_S10_L001_R1.fastq.gz
1,C,2,z0195656,28287,z0195656_Mnov_MS51_n0028287_R1.fastq.gz,z0195656_S11_L001_R1.fastq.gz
1,D,2,z0195657,28288,z0195657_Mnov_MS51_n0028288_R1.fastq.gz,z0195657_S12_L001_R1.fastq.gz
1,E,2,z0195659,28289,z0195659_Mnov_MS51_n0028289_R1.fastq.gz,z0195659_S13_L001_R1.fastq.gz
1,F,2,z0195662,28290,z0195662_Mnov_MS51_n0028290_R1.fastq.gz,z0195662_S14_L001_R1.fastq.gz
1,G,2,z0195664,28291,z0195664_Mnov_MS51_n0028291_R1.fastq.gz,z0195664_S15_L001_R1.fastq.gz
1,H,2,z0195665,28292,z0195665_Mnov_MS51_n0028292_R1.fastq.gz,z0195665_S16_L001_R1.fastq.gz
1,A,3,z0195667,28293,z0195667_Mnov_MS51_n0028293_R1.fastq.gz,z0195667_S17_L001_R1.fastq.gz
1,B,3,z0195668,28294,z0195668_Mnov_MS51_n0028294_R1.fastq.gz,z0195668_S18_L001_R1.fastq.gz
1,C,3,z0195669,28295,z0195669_Mnov_MS51_n0028295_R1.fastq.gz,z0195669_S19_L001_R1.fastq.gz
1,D,3,z0195670,28296,z0195670_Mnov_MS51_n0028296_R1.fastq.gz,z0195670_S20_L001_R1.fastq.gz
1,E,3,z0195671,28297,z0195671_Mnov_MS51_n0028297_R1.fastq.gz,z0195671_S21_L001_R1.fastq.gz
1,F,3,z0195672,28298,z0195672_Mnov_MS51_n0028298_R1.fastq.gz,z0195672_S22_L001_R1.fastq.gz
1,G,3,z0195673,28299,z0195673_Mnov_MS51_n0028299_R1.fastq.gz,z0195673_S23_L001_R1.fastq.gz
1,H,3,z0195674,28300,z0195674_Mnov_MS51_n0028300_R1.fastq.gz,z0195674_S24_L001_R1.fastq.gz
1,A,4,z0195675,28301,z0195675_Mnov_MS51_n0028301_R1.fastq.gz,z0195675_S25_L001_R1.fastq.gz
1,B,4,z0195677,28302,z0195677_Mnov_MS51_n0028302_R1.fastq.gz,z0195677_S26_L001_R1.fastq.gz
1,C,4,z0195678,28303,z0195678_Mnov_MS51_n0028303_R1.fastq.gz,z0195678_S27_L001_R1.fastq.gz
1,D,4,z0195679,28304,z0195679_Mnov_MS51_n0028304_R1.fastq.gz,z0195679_S28_L001_R1.fastq.gz
1,E,4,z0195680,28305,z0195680_Mnov_MS51_n0028305_R1.fastq.gz,z0195680_S29_L001_R1.fastq.gz
1,F,4,z0195681,28306,z0195681_Mnov_MS51_n0028306_R1.fastq.gz,z0195681_S30_L001_R1.fastq.gz
1,G,4,z0195682,28307,z0195682_Mnov_MS51_n0028307_R1.fastq.gz,z0195682_S31_L001_R1.fastq.gz
1,H,4,z0195684,28308,z0195684_Mnov_MS51_n0028308_R1.fastq.gz,z0195684_S32_L001_R1.fastq.gz
1,A,5,z0195685,28309,z0195685_Mnov_MS51_n0028309_R1.fastq.gz,
1,B,5,z0195686,28310,z0195686_Mnov_MS51_n0028310_R1.fastq.gz,
1,C,5,z0195689,28311,z0195689_Mnov_MS51_n0028311_R1.fastq.gz,
1,D,5,z0195693,28312,z0195693_Mnov_MS51_n0028312_R1.fastq.gz,
1,E,5,z0195695,28313,z0195695_Mnov_MS51_n0028313_R1.fastq.gz,
1,F,5,z0195697,28314,z0195697_Mnov_MS51_n0028314_R1.fastq.gz,
1,G,5,z0195703,28315,z0195703_Mnov_MS51_n0028315_R1.fastq.gz,
1,H,5,z0195706,28316,z0195706_Mnov_MS51_n0028316_R1.fastq.gz,
1,A,6,z0195707,28317,z0195707_Mnov_MS51_n0028317_R1.fastq.gz,
1,B,6,z0195708,28318,z0195708_Mnov_MS51_n0028318_R1.fastq.gz,
1,C,6,z0195709,28319,z0195709_Mnov_MS51_n0028319_R1.fastq.gz,
1,D,6,z0195710,28320,z0195710_Mnov_MS51_n0028320_R1.fastq.gz,
1,E,6,z0195712,28321,z0195712_Mnov_MS51_n0028321_R1.fastq.gz,
1,F,6,z0195713,28322,z0195713_Mnov_MS51_n0028322_R1.fastq.gz,
1,G,6,z0195714,28323,z0195714_Mnov_MS51_n0028323_R1.fastq.gz,
1,H,6,z0195717,28324,z0195717_Mnov_MS51_n0028324_R1.fastq.gz,
1,A,7,z0195720,28325,z0195720_Mnov_MS51_n0028325_R1.fastq.gz,
1,B,7,z0195721,28326,z0195721_Mnov_MS51_n0028326_R1.fastq.gz,
1,C,7,z0195722,28327,z0195722_Mnov_MS51_n0028327_R1.fastq.gz,
1,D,7,z0195727,28328,z0195727_Mnov_MS51_n0028328_R1.fastq.gz,
1,E,7,z0195729,28329,z0195729_Mnov_MS51_n0028329_R1.fastq.gz,
1,F,7,z0195730,28330,z0195730_Mnov_MS51_n0028330_R1.fastq.gz,
1,G,7,z0195733,28331,z0195733_Mnov_MS51_n0028331_R1.fastq.gz,
1,H,7,z0195735,28332,z0195735_Mnov_MS51_n0028332_R1.fastq.gz,
1,A,8,z0195736,28333,z0195736_Mnov_MS51_n0028333_R1.fastq.gz,
1,B,8,z0195738,28334,z0195738_Mnov_MS51_n0028334_R1.fastq.gz,
1,C,8,z0195739,28335,z0195739_Mnov_MS51_n0028335_R1.fastq.gz,
1,D,8,z0195741,28336,z0195741_Mnov_MS51_n0028336_R1.fastq.gz,
1,E,8,z0195742,28337,z0195742_Mnov_MS51_n0028337_R1.fastq.gz,
1,F,8,z0195743,28338,z0195743_Mnov_MS51_n0028338_R1.fastq.gz,
1,G,8,z0195748,28339,z0195748_Mnov_MS51_n0028339_R1.fastq.gz,
1,H,8,z0195750,28340,z0195750_Mnov_MS51_n0028340_R1.fastq.gz,
1,A,9,z0195755,28341,z0195755_Mnov_MS51_n0028341_R1.fastq.gz,
1,B,9,z0195756,28342,z0195756_Mnov_MS51_n0028342_R1.fastq.gz,
1,C,9,z0195757,28343,z0195757_Mnov_MS51_n0028343_R1.fastq.gz,
1,D,9,z0195759,28344,z0195759_Mnov_MS51_n0028344_R1.fastq.gz,
1,E,9,z0195761,28345,z0195761_Mnov_MS51_n0028345_R1.fastq.gz,
1,F,9,z0195763,28346,z0195763_Mnov_MS51_n0028346_R1.fastq.gz,
1,G,9,z0195766,28347,z0195766_Mnov_MS51_n0028347_R1.fastq.gz,
1,H,9,z0195769,28348,z0195769_Mnov_MS51_n0028348_R1.fastq.gz,
1,A,10,z0195770,28349,z0195770_Mnov_MS51_n0028349_R1.fastq.gz,
1,B,10,z0195771,28350,z0195771_Mnov_MS51_n0028350_R1.fastq.gz,
1,C,10,z0195772,28351,z0195772_Mnov_MS51_n0028351_R1.fastq.gz,
1,D,10,z0195773,28352,z0195773_Mnov_MS51_n0028352_R1.fastq.gz,
1,E,10,z0195775,28353,z0195775_Mnov_MS51_n0028353_R1.fastq.gz,
1,F,10,z0195776,28354,z0195776_Mnov_MS51_n0028354_R1.fastq.gz,
1,G,10,z0195777,28355,z0195777_Mnov_MS51_n0028355_R1.fastq.gz,
1,H,10,z0195778,28356,z0195778_Mnov_MS51_n0028356_R1.fastq.gz,
1,A,11,z0195779,28357,z0195779_Mnov_MS51_n0028357_R1.fastq.gz,
1,B,11,z0195780,28358,z0195780_Mnov_MS51_n0028358_R1.fastq.gz,
1,C,11,z0195781,28359,z0195781_Mnov_MS51_n0028359_R1.fastq.gz,
1,D,11,z0195782,28360,z0195782_Mnov_MS51_n0028360_R1.fastq.gz,
1,E,11,z0195786,28361,z0195786_Mnov_MS51_n0028361_R1.fastq.gz,
1,F,11,z0195787,28362,z0195787_Mnov_MS51_n0028362_R1.fastq.gz,
1,G,11,z0195791,28363,z0195791_Mnov_MS51_n0028363_R1.fastq.gz,
1,H,11,z0195645,28364,z0195645_Mnov_MS51_n0028364_R1.fastq.gz,
1,A,12,z0195653,28365,z0195653_Mnov_MS51_n0028365_R1.fastq.gz,
1,B,12,z0195662,28366,z0195662_Mnov_MS51_n0028366_R1.fastq.gz,
1,C,12,z0195674,28367,z0195674_Mnov_MS51_n0028367_R1.fastq.gz,
1,D,12,z0195686,28368,z0195686_Mnov_MS51_n0028368_R1.fastq.gz,
1,E,12,z0195713,28369,z0195713_Mnov_MS51_n0028369_R1.fastq.gz,
1,F,12,z0195742,28370,z0195742_Mnov_MS51_n0028370_R1.fastq.gz,
1,G,12,z0195769,28371,z0195769_Mnov_MS51_n0028371_R1.fastq.gz,
1,H,12,z0195779,28372,z0195779_Mnov_MS51_n0028372_R1.fastq.gz,
2,A,1,z0196707,28373,z0196707_Mnov_MS51_n0028373_R1.fastq.gz,
2,B,1,z0196708,28374,z0196708_Mnov_MS51_n0028374_R1.fastq.gz,
2,C,1,z0196709,28375,z0196709_Mnov_MS51_n0028375_R1.fastq.gz,
2,D,1,z0196714,28376,z0196714_Mnov_MS51_n0028376_R1.fastq.gz,
2,E,1,z0196718,28377,z0196718_Mnov_MS51_n0028377_R1.fastq.gz,
2,F,1,z0196721,28378,z0196721_Mnov_MS51_n0028378_R1.fastq.gz,
2,G,1,z0196722,28379,z0196722_Mnov_MS51_n0028379_R1.fastq.gz,
2,H,1,z0196723,28380,z0196723_Mnov_MS51_n0028380_R1.fastq.gz,
2,A,2,z0196726,28381,z0196726_Mnov_MS51_n0028381_R1.fastq.gz,
2,B,2,z0196727,28382,z0196727_Mnov_MS51_n0028382_R1.fastq.gz,
2,C,2,z0196728,28383,z0196728_Mnov_MS51_n0028383_R1.fastq.gz,
2,D,2,z0196732,28384,z0196732_Mnov_MS51_n0028384_R1.fastq.gz,
2,E,2,z0196737,28385,z0196737_Mnov_MS51_n0028385_R1.fastq.gz,
2,F,2,z0196738,28386,z0196738_Mnov_MS51_n0028386_R1.fastq.gz,
2,G,2,z0196741,28387,z0196741_Mnov_MS51_n0028387_R1.fastq.gz,
2,H,2,z0196742,28388,z0196742_Mnov_MS51_n0028388_R1.fastq.gz,
2,A,3,z0196743,28389,z0196743_Mnov_MS51_n0028389_R1.fastq.gz,
2,B,3,z0196744,28390,z0196744_Mnov_MS51_n0028390_R1.fastq.gz,
2,C,3,z0196747,28391,z0196747_Mnov_MS51_n0028391_R1.fastq.gz,
2,D,3,z0196748,28392,z0196748_Mnov_MS51_n0028392_R1.fastq.gz,
2,E,3,z0196749,28393,z0196749_Mnov_MS51_n0028393_R1.fastq.gz,
2,F,3,z0196750,28394,z0196750_Mnov_MS51_n0028394_R1.fastq.gz,
2,G,3,z0196755,28395,z0196755_Mnov_MS51_n0028395_R1.fastq.gz,
2,H,3,z0196756,28396,z0196756_Mnov_MS51_n0028396_R1.fastq.gz,
2,A,4,z0196757,28397,z0196757_Mnov_MS51_n0028397_R1.fastq.gz,
2,B,4,z0196759,28398,z0196759_Mnov_MS51_n0028398_R1.fastq.gz,
2,C,4,z0196761,28399,z0196761_Mnov_MS51_n0028399_R1.fastq.gz,
2,D,4,z0196762,28400,z0196762_Mnov_MS51_n0028400_R1.fastq.gz,
2,E,4,z0196765,28401,z0196765_Mnov_MS51_n0028401_R1.fastq.gz,
2,F,4,z0196767,28402,z0196767_Mnov_MS51_n0028402_R1.fastq.gz,
2,G,4,z0196768,28403,z0196768_Mnov_MS51_n0028403_R1.fastq.gz,
2,H,4,z0196770,28404,z0196770_Mnov_MS51_n0028404_R1.fastq.gz,
2,A,5,z0196772,28405,z0196772_Mnov_MS51_n0028405_R1.fastq.gz,
2,B,5,z0196773,28406,z0196773_Mnov_MS51_n0028406_R1.fastq.gz,
2,C,5,z0196775,28407,z0196775_Mnov_MS51_n0028407_R1.fastq.gz,
2,D,5,z0196777,28408,z0196777_Mnov_MS51_n0028408_R1.fastq.gz,
2,E,5,z0196778,28409,z0196778_Mnov_MS51_n0028409_R1.fastq.gz,
2,F,5,z0196781,28410,z0196781_Mnov_MS51_n0028410_R1.fastq.gz,
2,G,5,z0196793,28411,z0196793_Mnov_MS51_n0028411_R1.fastq.gz,
2,H,5,z0196800,28412,z0196800_Mnov_MS51_n0028412_R1.fastq.gz,
2,A,6,z0196805,28413,z0196805_Mnov_MS51_n0028413_R1.fastq.gz,
2,B,6,z0196806,28414,z0196806_Mnov_MS51_n0028414_R1.fastq.gz,
2,C,6,z0196812,28415,z0196812_Mnov_MS51_n0028415_R1.fastq.gz,
2,D,6,z0196826,28416,z0196826_Mnov_MS51_n0028416_R1.fastq.gz,
2,E,6,z0196830,28417,z0196830_Mnov_MS51_n0028417_R1.fastq.gz,
2,F,6,z0196831,28418,z0196831_Mnov_MS51_n0028418_R1.fastq.gz,
2,G,6,z0196832,28419,z0196832_Mnov_MS51_n0028419_R1.fastq.gz,
2,H,6,z0196833,28420,z0196833_Mnov_MS51_n0028420_R1.fastq.gz,
2,A,7,z0196839,28421,z0196839_Mnov_MS51_n0028421_R1.fastq.gz,
2,B,7,z0196840,28422,z0196840_Mnov_MS51_n0028422_R1.fastq.gz,
2,C,7,z0196842,28423,z0196842_Mnov_MS51_n0028423_R1.fastq.gz,
2,D,7,z0196844,28424,z0196844_Mnov_MS51_n0028424_R1.fastq.gz,
2,E,7,z0196845,28425,z0196845_Mnov_MS51_n0028425_R1.fastq.gz,
2,F,7,z0196846,28426,z0196846_Mnov_MS51_n0028426_R1.fastq.gz,
2,G,7,z0196847,28427,z0196847_Mnov_MS51_n0028427_R1.fastq.gz,
2,H,7,z0196848,28428,z0196848_Mnov_MS51_n0028428_R1.fastq.gz,
2,A,8,z0196850,28429,z0196850_Mnov_MS51_n0028429_R1.fastq.gz,
2,B,8,z0196851,28430,z0196851_Mnov_MS51_n0028430_R1.fastq.gz,
2,C,8,z0196854,28431,z0196854_Mnov_MS51_n0028431_R1.fastq.gz,
2,D,8,z0196858,28432,z0196858_Mnov_MS51_n0028432_R1.fastq.gz,
2,E,8,z0196859,28433,z0196859_Mnov_MS51_n0028433_R1.fastq.gz,
2,F,8,z0196860,28434,z0196860_Mnov_MS51_n0028434_R1.fastq.gz,
2,G,8,z0196861,28435,z0196861_Mnov_MS51_n0028435_R1.fastq.gz,
2,H,8,z0196862,28436,z0196862_Mnov_MS51_n0028436_R1.fastq.gz,
2,A,9,z0196863,28437,z0196863_Mnov_MS51_n0028437_R1.fastq.gz,
2,B,9,z0196865,28438,z0196865_Mnov_MS51_n0028438_R1.fastq.gz,
2,C,9,z0196886,28439,z0196886_Mnov_MS51_n0028439_R1.fastq.gz,
2,D,9,z0196887,28440,z0196887_Mnov_MS51_n0028440_R1.fastq.gz,
2,E,9,z0196888,28441,z0196888_Mnov_MS51_n0028441_R1.fastq.gz,
2,F,9,z0196889,28442,z0196889_Mnov_MS51_n0028442_R1.fastq.gz,
2,G,9,z0196891,28443,z0196891_Mnov_MS51_n0028443_R1.fastq.gz,
2,H,9,z0196892,28444,z0196892_Mnov_MS51_n0028444_R1.fastq.gz,
2,A,10,z0196895,28445,z0196895_Mnov_MS51_n0028445_R1.fastq.gz,
2,B,10,z0197659,28446,z0197659_Mnov_MS51_n0028446_R1.fastq.gz,
2,C,10,z0197660,28447,z0197660_Mnov_MS51_n0028447_R1.fastq.gz,
2,D,10,z0197671,28448,z0197671_Mnov_MS51_n0028448_R1.fastq.gz,
2,E,10,z0197673,28449,z0197673_Mnov_MS51_n0028449_R1.fastq.gz,
2,F,10,z0197679,28450,z0197679_Mnov_MS51_n0028450_R1.fastq.gz,
2,G,10,z0011944,28451,z0011944_Mnov_MS51_n0028451_R1.fastq.gz,
2,H,10,z0016578,28452,z0016578_Mnov_MS51_n0028452_R1.fastq.gz,
2,A,11,z0018264,28453,z0018264_Mnov_MS51_n0028453_R1.fastq.gz,
2,B,11,z0029829,28454,z0029829_Mnov_MS51_n0028454_R1.fastq.gz,
2,C,11,z0029846,28455,z0029846_Mnov_MS51_n0028455_R1.fastq.gz,
2,D,11,z0029863,28456,z0029863_Mnov_MS51_n0028456_R1.fastq.gz,
2,E,11,z0029864,28457,z0029864_Mnov_MS51_n0028457_R1.fastq.gz,
2,F,11,z0029867,28458,z0029867_Mnov_MS51_n0028458_R1.fastq.gz,
2,G,11,z0037611,28459,z0037611_Mnov_MS51_n0028459_R1.fastq.gz,
2,H,11,z0196728,28460,z0196728_Mnov_MS51_n0028460_R1.fastq.gz,
2,A,12,z0196755,28461,z0196755_Mnov_MS51_n0028461_R1.fastq.gz,
2,B,12,z0196762,28462,z0196762_Mnov_MS51_n0028462_R1.fastq.gz,
2,C,12,z0196833,28463,z0196833_Mnov_MS51_n0028463_R1.fastq.gz,
2,D,12,z0196839,28464,z0196839_Mnov_MS51_n0028464_R1.fastq.gz,
2,E,12,z0196854,28465,z0196854_Mnov_MS51_n0028465_R1.fastq.gz,
2,F,12,z0196889,28466,z0196889_Mnov_MS51_n0028466_R1.fastq.gz,
2,G,12,z0197671,28467,z0197671_Mnov_MS51_n0028467_R1.fastq.gz,
2,H,12,z0029846,28468,z0029846_Mnov_MS51_n0028468_R1.fastq.gz,
3,A,1,z0037624,28469,z0037624_Mnov_MS51_n0028469_R1.fastq.gz,
3,B,1,z0045331,28470,z0045331_Mnov_MS51_n0028470_R1.fastq.gz,
3,C,1,z0045332,28471,z0045332_Mnov_MS51_n0028471_R1.fastq.gz,
3,D,1,z0045333,28472,z0045333_Mnov_MS51_n0028472_R1.fastq.gz,
3,E,1,z0045337,28473,z0045337_Mnov_MS51_n0028473_R1.fastq.gz,
3,F,1,z0045342,28474,z0045342_Mnov_MS51_n0028474_R1.fastq.gz,
3,G,1,z0045350,28475,z0045350_Mnov_MS51_n0028475_R1.fastq.gz,
3,H,1,z0045401,28476,z0045401_Mnov_MS51_n0028476_R1.fastq.gz,
3,A,2,z0045792,28477,z0045792_Mnov_MS51_n0028477_R1.fastq.gz,
3,B,2,z0051185,28478,z0051185_Mnov_MS51_n0028478_R1.fastq.gz,
3,C,2,z0051324,28479,z0051324_Mnov_MS51_n0028479_R1.fastq.gz,
3,D,2,z0051326,28480,z0051326_Mnov_MS51_n0028480_R1.fastq.gz,
3,E,2,z0051328,28481,z0051328_Mnov_MS51_n0028481_R1.fastq.gz,
3,F,2,z0051380,28482,z0051380_Mnov_MS51_n0028482_R1.fastq.gz,
3,G,2,z0051891,28483,z0051891_Mnov_MS51_n0028483_R1.fastq.gz,
3,H,2,z0051893,28484,z0051893_Mnov_MS51_n0028484_R1.fastq.gz,
3,A,3,z0051929,28485,z0051929_Mnov_MS51_n0028485_R1.fastq.gz,
3,B,3,z0051947,28486,z0051947_Mnov_MS51_n0028486_R1.fastq.gz,
3,C,3,z0053754,28487,z0053754_Mnov_MS51_n0028487_R1.fastq.gz,
3,D,3,z0053756,28488,z0053756_Mnov_MS51_n0028488_R1.fastq.gz,
3,E,3,z0053757,28489,z0053757_Mnov_MS51_n0028489_R1.fastq.gz,
3,F,3,z0053758,28490,z0053758_Mnov_MS51_n0028490_R1.fastq.gz,
3,G,3,z0053759,28491,z0053759_Mnov_MS51_n0028491_R1.fastq.gz,
3,H,3,z0053760,28492,z0053760_Mnov_MS51_n0028492_R1.fastq.gz,
3,A,4,z0053842,28493,z0053842_Mnov_MS51_n0028493_R1.fastq.gz,
3,B,4,z0053843,28494,z0053843_Mnov_MS51_n0028494_R1.fastq.gz,
3,C,4,z0053844,28495,z0053844_Mnov_MS51_n0028495_R1.fastq.gz,
3,D,4,z0053845,28496,z0053845_Mnov_MS51_n0028496_R1.fastq.gz,
3,E,4,z0053846,28497,z0053846_Mnov_MS51_n0028497_R1.fastq.gz,
3,F,4,z0053847,28498,z0053847_Mnov_MS51_n0028498_R1.fastq.gz,
3,G,4,z0053849,28499,z0053849_Mnov_MS51_n0028499_R1.fastq.gz,
3,H,4,z0056374,28500,z0056374_Mnov_MS51_n0028500_R1.fastq.gz,
3,A,5,z0056375,28501,z0056375_Mnov_MS51_n0028501_R1.fastq.gz,
3,B,5,z0056377,28502,z0056377_Mnov_MS51_n0028502_R1.fastq.gz,
3,C,5,z0056378,28503,z0056378_Mnov_MS51_n0028503_R1.fastq.gz,
3,D,5,z0056380,28504,z0056380_Mnov_MS51_n0028504_R1.fastq.gz,
3,E,5,z0056382,28505,z0056382_Mnov_MS51_n0028505_R1.fastq.gz,
3,F,5,z0056384,28506,z0056384_Mnov_MS51_n0028506_R1.fastq.gz,
3,G,5,z0056386,28507,z0056386_Mnov_MS51_n0028507_R1.fastq.gz,
3,H,5,z0056389,28508,z0056389_Mnov_MS51_n0028508_R1.fastq.gz,
3,A,6,z0056391,28509,z0056391_Mnov_MS51_n0028509_R1.fastq.gz,
3,B,6,z0056392,28510,z0056392_Mnov_MS51_n0028510_R1.fastq.gz,
3,C,6,z0056393,28511,z0056393_Mnov_MS51_n0028511_R1.fastq.gz,
3,D,6,z0056394,28512,z0056394_Mnov_MS51_n0028512_R1.fastq.gz,
3,E,6,z0056395,28513,z0056395_Mnov_MS51_n0028513_R1.fastq.gz,
3,F,6,z0056396,28514,z0056396_Mnov_MS51_n0028514_R1.fastq.gz,
3,G,6,z0056397,28515,z0056397_Mnov_MS51_n0028515_R1.fastq.gz,
3,H,6,z0056399,28516,z0056399_Mnov_MS51_n0028516_R1.fastq.gz,
3,A,7,z0061973,28517,z0061973_Mnov_MS51_n0028517_R1.fastq.gz,
3,B,7,z0061976,28518,z0061976_Mnov_MS51_n0028518_R1.fastq.gz,
3,C,7,z0061980,28519,z0061980_Mnov_MS51_n0028519_R1.fastq.gz,
3,D,7,z0066792,28520,z0066792_Mnov_MS51_n0028520_R1.fastq.gz,
3,E,7,z0066805,28521,z0066805_Mnov_MS51_n0028521_R1.fastq.gz,
3,F,7,z0101084,28522,z0101084_Mnov_MS51_n0028522_R1.fastq.gz,
3,G,7,z0101085,28523,z0101085_Mnov_MS51_n0028523_R1.fastq.gz,
3,H,7,z0107101,28524,z0107101_Mnov_MS51_n0028524_R1.fastq.gz,
3,A,8,z0108489,28525,z0108489_Mnov_MS51_n0028525_R1.fastq.gz,
3,B,8,z0108513,28526,z0108513_Mnov_MS51_n0028526_R1.fastq.gz,
3,C,8,z0133302,28527,z0133302_Mnov_MS51_n0028527_R1.fastq.gz,
3,D,8,z0173485,28528,z0173485_Mnov_MS51_n0028528_R1.fastq.gz,
3,E,8,z0175912,28529,z0175912_Mnov_MS51_n0028529_R1.fastq.gz,
3,F,8,z0175916,28530,z0175916_Mnov_MS51_n0028530_R1.fastq.gz,
3,G,8,z0175937,28531,z0175937_Mnov_MS51_n0028531_R1.fastq.gz,
3,H,8,z0178294,28532,z0178294_Mnov_MS51_n0028532_R1.fastq.gz,
3,A,9,z0178305,28533,z0178305_Mnov_MS51_n0028533_R1.fastq.gz,
3,B,9,z0178348,28534,z0178348_Mnov_MS51_n0028534_R1.fastq.gz,
3,C,9,z0187857,28535,z0187857_Mnov_MS51_n0028535_R1.fastq.gz,
