"","AnimalID","LABID","SEX","HAP","mito.haps","wint.area","feed.area","herd","HI.v.HI.SEAK","MnMx.v.MnMx.CA.OR.WA"
"296","z0196894","z0196894","F","E7",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"297","z0045398","z0045398","M","F1","MnMito28N","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"298","z0045404","z0045404","F","F1",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"299","z0195683","z0195683","M","F1",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"300","z0195732","z0195732","F","F1",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"301","z0196729","z0196729","M","F1",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"302","z0005757","z0005757","F","F2","MnMito32","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"303","z0045326","z0045326","M","F2","MnMito34","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"304","z0045347","z0045347","M","F2","MnMito29","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"305","z0051895","z0051895","M","F2","MnMito34","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"306","z0061967","z0061967","M","F2","MnMito29","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"307","z0066166","z0066166","M","F2","MnMito29","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"308","z0107099","z0107099","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"309","z0187847","z0195731","M","F2",NA,NA,NA,NA,NA,NA
"310","z0195699","z0195699","M","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"311","z0195702","z0195702","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"312","z0195716","z0195716","M","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"313","z0195728","z0195728","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"314","z0195751","z0195751","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"315","z0108528","z0195767","M","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"316","z0196710","z0196710","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"317","z0196731","z0196731","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"318","z0196752","z0196752","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"319","z0196754","z0196754","M","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"320","z0196766","z0196766","M","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"321","z0196769","z0196769","M","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"322","z0196774","z0196774","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"323","z0196809","z0196809","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"324","z0196825","z0196825","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"325","z0196835","z0196835","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"326","z0196849","z0196849","F","F2",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"327","z0196834","z0196834","M","F6",NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"328","z0175371","z0175371","F","Mnov_1_E4","MnMito51","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA,"MnMx-CA.OR.WA"
"329","z0040513","z0040513","M","Aminus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"330","z0146087","z0146087","F","Aplus",NA,NA,NA,NA,NA,NA
"331","z0041526","z0041526","M","Aminus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"332","z0043994","z0043994","M","Aminus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"333","z0053082","z0053082","F","Aminus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"334","z0046925","z0046925","M","Aminus",NA,NA,NA,NA,NA,NA
"335","z0043475","z0043475","M","Aplus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"336","z0045776","z0045776","M","Aplus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"337","z0053090","z0053090","M","Aplus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"338","z0053111","z0053111","M","Aplus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"339","z0061527","z0061527","M","Aplus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"340","z0113628","z0113628","F","Aplus",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"341","z0053078","z0053078","M","F2",NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA,"MnMx"
"342","z0196743","z0196743","M","A3",NA,NA,"CA.OR.WA",NA,NA,NA
"343","z0195258","z0195258","F","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"344","z0195647","z0195647","M","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"345","z0195648","z0195648","M","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"346","z0195659","z0195659","M","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"347","z0195667","z0195667","M","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"348","z0195668","z0195668","F","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"349","z0195670","z0195670","F","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"350","z0195675","z0195675","M","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"351","z0195776","z0195776","F","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"352","z0195777","z0195777","F","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"353","z0196755","z0196755","F","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
"354","z0196858","z0196858","M","Aminus",NA,NA,"CA.OR.WA",NA,NA,NA
