"LABID","id","Duplicate1","Duplicate2","Duplicate3","X2019.herd","CentAm.Mmex","unmixed","CentAm.inclusive","All.samples","Haplogroup","CentAm.BakerMex","CentAm.AllMex","Herds.BakerMMex","Mmex.MartinezLoustalot","Mmex.REV","fine.herd","CRC.pure.herd","all.2021.data.herds","GTseq.stratum","in.gtseq","wint.area","feed.area","herd","HI.SEAK.v.HI"
195671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195748,"z0195748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-CA.OR",NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
196895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
197659,"z0197659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.AK",NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
197660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
197667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
197671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
197673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
197679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
NA,"MartinezLoustalot1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MartinezLoustalot23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loustalot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
