"LABID","id","Duplicate1","Duplicate2","Duplicate3","X2019.herd","CentAm.Mmex","unmixed","CentAm.inclusive","All.samples","Haplogroup","CentAm.BakerMex","CentAm.AllMex","Herds.BakerMMex","Mmex.MartinezLoustalot","Mmex.REV","fine.herd","CRC.pure.herd","all.2021.data.herds","GTseq.stratum","in.gtseq","wint.area","feed.area","herd","HI.SEAK.v.HI"
40961,"z0040961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
41051,"z0041051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
41243,"z0041243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
41250,"z0041250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43243,"z0043243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43747,"z0043747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43789,"z0043789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43807,"z0043807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43819,"z0043819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43820,"z0043820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber",NA,NA,"HI","Al.Ber","HI-Al.Ber","HI"
43876,"z0043876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43877,"z0043877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
43915,"z0043915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
47854,"z0047854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-AI.Ber","HI-AI.Ber","Y","HI","Al.Ber","HI-Al.Ber","HI"
40275,"z0040275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
40287,"z0040287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
41233,"z0041233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
41248,"z0041248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43267,"z0043267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43278,"z0043278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43302,"z0043302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA",NA,NA,"HI","GOA","HI-GOA","HI"
43307,"z0043307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA",NA,NA,"HI","GOA","HI-GOA","HI"
43566,"z0043566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43572,"z0043572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43599,"z0043599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43631,"z0043631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43642,"z0043642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43649,"z0043649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43652,"z0043652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43668,"z0043668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43684,"z0043684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43686,"z0043686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43693,"z0043693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43704,"z0043704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43898,"z0043898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43905,"z0043905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43934,"z0043934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43940,"z0043940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43954,"z0043954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43966,"z0043966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
43980,"z0043980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
44432,"z0044432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
44449,"z0044449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA",NA,NA,"HI","GOA","HI-GOA","HI"
47562,"z0047562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
47590,"z0047590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA",NA,NA,"HI","GOA","HI-GOA","HI"
47601,"z0047601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-GOA","Y","HI","GOA","HI-GOA","HI"
47602,"z0047602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-NGOA","Y","HI","GOA","HI-GOA","HI"
47613,"z0047613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-GOA","HI-NGOA","Y","HI","GOA","HI-GOA","HI"
43765,"z0043765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-Rus","HI-Rus","Y","HI","Rus","HI-Rus","HI"
51816,"z0051816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-Rus","HI-Rus","Y","HI","Rus","HI-Rus","HI"
51840,"z0051840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-Rus","HI-Rus","Y","HI","Rus","HI-Rus","HI"
51844,"z0051844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-Rus","HI-Rus","Y","HI","Rus","HI-Rus","HI"
40298,"z0040298","z0043496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40333,"z0040333","z0044002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
40960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
41527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
43513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
44074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
46923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
46927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
46929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
46934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
52882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53020,"z0053020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53021,"z0053021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53024,"z0053024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53025,"z0053025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53031,"z0053031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
