"","locus","inds.genoed","num.unique.genos","num.alleles.pos1","num.alleles.pos2","num.alleles.pos3","num.alleles.pos4","num.alleles.pos5"
"113","Mnov_gtseq_263",300,3,2,1,1,1,1
"114","Mnov_gtseq_265",300,3,2,1,1,1,1
"115","Mnov_gtseq_268",300,3,2,1,1,1,1
"116","Mnov_gtseq_269",299,3,2,1,1,1,1
"117","Mnov_gtseq_270",270,3,2,1,1,1,1
"118","Mnov_gtseq_271",283,6,2,2,1,1,1
"119","Mnov_gtseq_273",294,3,2,1,1,1,1
"120","Mnov_gtseq_274",300,3,2,1,1,1,1
"121","Mnov_gtseq_275",261,5,2,2,1,1,1
"122","Mnov_gtseq_277",300,3,2,1,1,1,1
"123","Mnov_gtseq_278",299,3,2,1,1,1,1
"124","Mnov_gtseq_28",299,3,2,1,1,1,1
"125","Mnov_gtseq_281",291,4,2,2,1,1,1
"126","Mnov_gtseq_283",289,3,2,1,1,1,1
"127","Mnov_gtseq_284",300,3,2,1,1,1,1
"128","Mnov_gtseq_285",300,6,2,2,1,1,1
"129","Mnov_gtseq_287",300,3,2,1,1,1,1
"130","Mnov_gtseq_288",246,6,2,2,1,1,1
"131","Mnov_gtseq_289",300,9,2,3,1,1,1
"132","Mnov_gtseq_291",300,10,2,2,2,2,1
"133","Mnov_gtseq_297",300,3,2,1,1,1,1
"134","Mnov_gtseq_298",210,3,2,1,1,1,1
"135","Mnov_gtseq_299",300,3,2,1,1,1,1
"136","Mnov_gtseq_3",81,3,2,1,1,1,1
"137","Mnov_gtseq_30",253,2,2,1,1,1,1
"138","Mnov_gtseq_300",289,3,2,1,1,1,1
"139","Mnov_gtseq_305",271,3,2,1,1,1,1
"140","Mnov_gtseq_307",295,3,2,1,1,1,1
"141","Mnov_gtseq_308",300,3,2,1,1,1,1
"142","Mnov_gtseq_310",276,3,2,1,1,1,1
"143","Mnov_gtseq_311",291,3,2,1,1,1,1
"144","Mnov_gtseq_312",300,3,2,1,1,1,1
"145","Mnov_gtseq_313",297,3,2,1,1,1,1
"146","Mnov_gtseq_314",300,3,2,1,1,1,1
"147","Mnov_gtseq_315",298,3,2,1,1,1,1
"148","Mnov_gtseq_317",268,6,2,2,1,1,1
"149","Mnov_gtseq_318",298,3,2,1,1,1,1
"150","Mnov_gtseq_320",283,3,2,2,1,1,1
"151","Mnov_gtseq_321",300,3,2,1,1,1,1
"152","Mnov_gtseq_322",291,3,2,1,1,1,1
"153","Mnov_gtseq_323",300,6,2,2,1,1,1
"154","Mnov_gtseq_326",292,3,2,1,1,1,1
"155","Mnov_gtseq_327",295,3,2,1,1,1,1
"156","Mnov_gtseq_328",300,3,2,1,1,1,1
"157","Mnov_gtseq_33",300,3,2,1,1,1,1
"158","Mnov_gtseq_332",272,3,2,1,1,1,1
"159","Mnov_gtseq_333",296,3,2,1,1,1,1
"160","Mnov_gtseq_334",300,3,2,1,1,1,1
"161","Mnov_gtseq_335",300,3,2,1,1,1,1
"162","Mnov_gtseq_337",269,6,2,2,3,1,1
"163","Mnov_gtseq_338",299,3,2,1,1,1,1
"164","Mnov_gtseq_339",298,3,2,1,1,1,1
"165","Mnov_gtseq_340",294,3,2,1,1,1,1
"166","Mnov_gtseq_341",298,3,2,1,1,1,1
"167","Mnov_gtseq_342",290,3,2,1,1,1,1
"168","Mnov_gtseq_344",300,3,2,1,1,1,1
"169","Mnov_gtseq_345",300,3,2,1,1,1,1
"170","Mnov_gtseq_347",299,3,2,1,1,1,1
"171","Mnov_gtseq_350",211,3,2,1,1,1,1
"172","Mnov_gtseq_352",298,3,2,1,1,1,1
"173","Mnov_gtseq_353",296,3,2,1,1,1,1
"174","Mnov_gtseq_354",237,6,2,2,1,1,1
"175","Mnov_gtseq_356",291,3,2,1,1,1,1
"176","Mnov_gtseq_357",296,3,2,1,1,1,1
"177","Mnov_gtseq_359",264,3,2,2,1,1,1
"178","Mnov_gtseq_360",239,3,2,1,1,1,1
"179","Mnov_gtseq_361",269,9,2,2,2,2,1
"180","Mnov_gtseq_363",255,3,2,1,1,1,1
"181","Mnov_gtseq_364",276,3,2,1,1,1,1
"182","Mnov_gtseq_366",300,6,2,2,1,1,1
"183","Mnov_gtseq_368",265,6,2,2,1,1,1
"184","Mnov_gtseq_37",300,10,2,2,1,1,1
"185","Mnov_gtseq_370",298,3,2,1,1,1,1
"186","Mnov_gtseq_371",265,6,2,2,1,1,1
"187","Mnov_gtseq_372",299,3,2,1,1,1,1
"188","Mnov_gtseq_373",274,3,2,1,1,1,1
"189","Mnov_gtseq_374",295,3,2,1,1,1,1
"190","Mnov_gtseq_377",281,3,2,1,1,1,1
"191","Mnov_gtseq_378",300,9,2,2,2,1,1
"192","Mnov_gtseq_379",296,3,2,1,1,1,1
"193","Mnov_gtseq_38",300,3,2,1,1,1,1
"194","Mnov_gtseq_380",290,3,2,1,1,1,1
"195","Mnov_gtseq_383",288,3,2,1,1,1,1
"196","Mnov_gtseq_384",300,3,2,1,1,1,1
"197","Mnov_gtseq_386",275,3,2,1,1,1,1
"198","Mnov_gtseq_388",226,3,2,1,1,1,1
"199","Mnov_gtseq_39",300,3,2,1,1,1,1
"200","Mnov_gtseq_390",291,3,2,2,1,1,1
"201","Mnov_gtseq_394",300,3,2,2,1,1,1
"202","Mnov_gtseq_397",300,3,2,1,1,1,1
"203","Mnov_gtseq_398",300,5,2,2,1,1,1
"204","Mnov_gtseq_399",300,3,2,2,2,1,1
"205","Mnov_gtseq_40",298,3,2,1,1,1,1
"206","Mnov_gtseq_400",281,3,2,1,1,1,1
"207","Mnov_gtseq_401",295,6,2,2,1,1,1
"208","Mnov_gtseq_402",299,3,2,1,1,1,1
"209","Mnov_gtseq_405",299,6,2,2,2,1,1
"210","Mnov_gtseq_406",275,3,2,2,1,1,1
"211","Mnov_gtseq_407",295,6,2,2,1,1,1
"212","Mnov_gtseq_41",300,3,2,1,1,1,1
"213","Mnov_gtseq_410",294,3,2,2,1,1,1
"214","Mnov_gtseq_413",300,3,2,2,1,1,1
"215","Mnov_gtseq_415",293,3,2,1,1,1,1
"216","Mnov_gtseq_416",168,2,2,1,1,1,1
"217","Mnov_gtseq_417",254,3,2,2,2,1,1
"218","Mnov_gtseq_42",300,3,2,1,1,1,1
"219","Mnov_gtseq_420",255,3,2,1,1,1,1
"220","Mnov_gtseq_421",265,6,2,2,3,1,1
"221","Mnov_gtseq_426",300,2,2,1,1,1,1
"222","Mnov_gtseq_43",300,3,2,1,1,1,1
"223","Mnov_gtseq_431",221,3,2,1,1,1,1
"224","Mnov_gtseq_434",300,3,2,2,1,1,1
"225","Mnov_gtseq_437",292,5,2,2,1,1,1
"226","Mnov_gtseq_438",247,3,2,1,1,1,1
"227","Mnov_gtseq_44",251,4,2,2,1,1,1
"228","Mnov_gtseq_440",300,5,2,2,2,1,1
"229","Mnov_gtseq_441",297,3,2,2,1,1,1
"230","Mnov_gtseq_442",205,3,2,1,1,1,1
"231","Mnov_gtseq_444",296,5,2,2,1,1,1
"232","Mnov_gtseq_445",300,3,2,1,1,1,1
"233","Mnov_gtseq_446",295,3,2,1,1,1,1
"234","Mnov_gtseq_447",298,3,2,1,1,1,1
"235","Mnov_gtseq_448",283,3,2,1,1,1,1
"236","Mnov_gtseq_45",299,3,2,1,1,1,1
"237","Mnov_gtseq_451",300,6,2,2,1,1,1
"238","Mnov_gtseq_452",299,6,2,2,1,1,1
"239","Mnov_gtseq_454",285,3,2,1,1,1,1
"240","Mnov_gtseq_46",300,6,2,2,1,1,1
"241","Mnov_gtseq_463",291,6,2,2,2,1,1
"242","Mnov_gtseq_465",233,3,1,2,1,1,1
"243","Mnov_gtseq_468",300,3,2,1,1,1,1
"244","Mnov_gtseq_47",297,3,2,1,1,1,1
"245","Mnov_gtseq_470",299,3,2,2,1,1,1
"246","Mnov_gtseq_471",244,3,2,2,1,1,1
"247","Mnov_gtseq_472",298,3,2,1,1,1,1
"248","Mnov_gtseq_473",292,6,2,2,2,2,1
"249","Mnov_gtseq_475",300,33,2,2,2,2,2
"250","Mnov_gtseq_478",300,3,2,1,1,1,1
"251","Mnov_gtseq_479",300,3,2,2,1,1,1
"252","Mnov_gtseq_48",296,3,2,1,1,1,1
"253","Mnov_gtseq_50",298,10,2,2,2,1,1
"254","Mnov_gtseq_502",296,3,2,1,1,1,1
"255","Mnov_gtseq_504",300,5,2,2,1,1,1
"256","Mnov_gtseq_506",293,3,2,1,1,1,1
"257","Mnov_gtseq_507",297,3,2,1,1,1,1
"258","Mnov_gtseq_509",282,3,2,1,1,1,1
"259","Mnov_gtseq_51",292,3,2,1,1,1,1
"260","Mnov_gtseq_511",275,3,2,1,1,1,1
"261","Mnov_gtseq_513",300,3,2,1,1,1,1
"262","Mnov_gtseq_514",298,5,2,2,1,1,1
"263","Mnov_gtseq_515",282,6,2,2,1,1,1
"264","Mnov_gtseq_517",275,3,2,1,1,1,1
"265","Mnov_gtseq_518",300,6,2,2,1,1,1
"266","Mnov_gtseq_521",292,3,2,1,1,1,1
"267","Mnov_gtseq_522",298,3,2,1,1,1,1
"268","Mnov_gtseq_523",300,3,2,1,1,1,1
"269","Mnov_gtseq_526",128,3,2,1,1,1,1
"270","Mnov_gtseq_529",228,3,2,1,1,1,1
"271","Mnov_gtseq_53",300,3,2,1,1,1,1
"272","Mnov_gtseq_532",280,16,2,2,2,1,1
"273","Mnov_gtseq_533",299,3,2,1,1,1,1
"274","Mnov_gtseq_536",135,6,2,2,1,1,1
"275","Mnov_gtseq_539",269,3,2,1,1,1,1
"276","Mnov_gtseq_54",300,3,2,1,1,1,1
"277","Mnov_gtseq_541",300,3,2,1,1,1,1
"278","Mnov_gtseq_543",300,5,2,2,1,1,1
"279","Mnov_gtseq_544",298,3,2,1,1,1,1
"280","Mnov_gtseq_545",298,3,2,1,1,1,1
"281","Mnov_gtseq_546",263,9,2,2,2,1,1
"282","Mnov_gtseq_547",300,3,2,1,1,1,1
"283","Mnov_gtseq_548",295,3,2,1,1,1,1
"284","Mnov_gtseq_549",299,6,2,2,1,1,1
"285","Mnov_gtseq_55",284,9,2,2,2,2,2
"286","Mnov_gtseq_550",250,3,2,1,1,1,1
"287","Mnov_gtseq_553",224,2,2,1,1,1,1
"288","Mnov_gtseq_56",299,5,2,2,1,1,1
"289","Mnov_gtseq_57",298,6,2,2,2,1,1
"290","Mnov_gtseq_58",280,6,2,2,1,1,1
"291","Mnov_gtseq_6",286,3,2,1,1,1,1
"292","Mnov_gtseq_60",299,3,2,1,1,1,1
"293","Mnov_gtseq_61",300,6,2,2,1,1,1
"294","Mnov_gtseq_63",296,3,2,1,1,1,1
"295","Mnov_gtseq_64",300,9,2,2,1,1,1
"296","Mnov_gtseq_65",300,3,2,1,1,1,1
"297","Mnov_gtseq_66",300,3,2,1,1,1,1
"298","Mnov_gtseq_67",300,3,2,1,1,1,1
"299","Mnov_gtseq_68",253,6,2,2,1,1,1
"300","Mnov_gtseq_69",300,3,2,1,1,1,1
"301","Mnov_gtseq_70",299,3,2,1,1,1,1
"302","Mnov_gtseq_71",300,6,2,2,1,1,1
"303","Mnov_gtseq_72",299,6,2,2,1,1,1
"304","Mnov_gtseq_73",300,3,2,1,1,1,1
"305","Mnov_gtseq_74",300,6,2,2,1,1,1
"306","Mnov_gtseq_75",298,6,3,1,1,1,1
"307","Mnov_gtseq_79",285,2,2,1,1,1,1
"308","Mnov_gtseq_8",289,3,2,1,1,1,1
"309","Mnov_gtseq_80",292,3,2,1,1,1,1
"310","Mnov_gtseq_81",297,3,2,1,1,1,1
"311","Mnov_gtseq_82",300,6,2,2,1,1,1
"312","Mnov_gtseq_83",300,3,2,1,1,1,1
"313","Mnov_gtseq_84",300,6,2,2,1,1,1
"314","Mnov_gtseq_86",300,3,2,2,1,1,1
"315","Mnov_gtseq_88",278,3,2,1,1,1,1
"316","Mnov_gtseq_90",300,3,2,1,1,1,1
"317","Mnov_gtseq_91",300,3,2,1,1,1,1
"318","Mnov_gtseq_92",299,6,2,2,1,1,1
"319","Mnov_gtseq_93",300,3,2,1,1,1,1
"320","Mnov_gtseq_94",300,3,2,1,1,1,1
"321","Mnov_gtseq_97",291,7,2,2,1,1,1
"322","Mnov_gtseq_98",300,5,2,2,1,1,1
