,AnimalID,LABID.x,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX,HAP,mito.haps,USE,GTseq.stratum,Optimization.sample,Main.run,Latitude,Longitude,YR,SOURCE,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,LABID,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin,Status,Concentration,Dried.down
256,44432,44432,NA,NA,NA,NA,HI-GOA,F,Aminus,NA,HI.nonSEAK,HI-GOA,NA,x,55.266666,-160.05,2004,BIOPSY-AK-NMML,Paul,"Tiny fleck, but enough DNA once concentrated",3-Nov-21,NA,NA,SPLASH match,z0044432,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,267,215,In.Progress,4.45173,X
635,45326,45326,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,F2,MnMito34,mito,MnMx-CA/OR/WA/SBC,NA,x,34.9,-120.733333,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045326,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,334,332,Complete,50.17,NA
638,45329,45329,NA,NA,NA,SMex,SMX,F,F2,MnMito29,mito,SMX,NA,x,34.933333,-120.733333,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0045329,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,334,330,Complete,936.55,NA
405,45331,45331,45361,53755,NA,MixCM,CentAm,M,F3,MnMito41,mito,CentAm,NA,x,34.933333,-120.733333,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045331,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,323,310,Complete,34.84,NA
502,45332,45332,NA,NA,NA,CentAm,CentAm,M,E1,MnMito08,mito,CentAm,NA,x,34.933333,-120.733333,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045332,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,323,Complete,136.898,NA
389,45333,45333,NA,NA,NA,NA,CentAm,F,F2,NA,NA,CentAm,NA,x,35.166666,-120.966666,2004,BIOPSY-CASCADIA,NA,Added Nov 24,NA,NA,NA,WW Cabo,z0045333,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,321,307,Complete,44.9655,NA
390,45337,45337,45360,45369,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,34.85,-120.75,2004,BIOPSY-CASCADIA,John,NA,NA,"Yes, collaborator",NA,Katherina,z0045337,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,321,310,Complete,163.78,NA
324,45342,45342,NA,NA,NA,MixMB,CentAm,F,E1,MnMito08,mito,CentAm,NA,x,37.266666,-122.6,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0045342,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,304,283,Complete,55.6949,NA
78,45344,45344,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,A3,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,36.8,-122.05,2004,BIOPSY-CASCADIA,NA,Added Nov 29,NA,NA,NA,FIBB,z0045344,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,0,Abandoned,20.0359,X
166,45347,45347,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,F2,MnMito29,mito,MnMx-CA/OR/WA/SBC,NA,x,37.766666,-123.2,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045347,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,157,105,In.Progress,157.92,NA
561,45350,45350,NA,NA,NA,NA,CentAm,F,F2,NA,NA,CentAm,NA,x,36.933333,-122.333333,2004,BIOPSY-CASCADIA,John,NA,NA,"Yes, collaborator",NA,FIBB,z0045350,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,329,Complete,9.38942,NA
474,45352,45352,NA,NA,NA,Baja,NA,F,E4,MnMito22,mito,mito,NA,x,36.883333,-122.333333,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045352,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,326,314,Complete,118.36,NA
601,45357,45357,NA,NA,NA,MMex,SMX,M,E1,MnMito13N,mito,SMX,NA,x,36.6,-122.066666,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0045357,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,331,329,Complete,77.81,NA
500,45358,45358,101086,178302,NA,SMex,SMX,F,F2,MnMito29,mito,SMX,NA,x,36.6,-122.066666,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Katherina,z0045358,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,327,321,Complete,186.31,NA
489,45371,45371,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,A3,MnMito01,mito,MnMx-CA/OR/WA/SBC,NA,x,38.15,-123.316666,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045371,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,327,323,Complete,127.4,NA
246,45398,45398,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,M,F1,MnMito28N,mito,MnMx-CA/OR/WA/SBC,NA,x,41.766666,-124.416666,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045398,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,260,223,In.Progress,76.78,NA
422,45399,45399,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,E1,MnMito14,mito,MnMx-CA/OR/WA/SBC,NA,x,41.733333,-124.466666,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045399,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,324,322,Complete,27.38,NA
281,45401,45401,NA,NA,NA,MMex,CentAm,M,E10,MnMito15,mito,CentAm,NA,x,41.75,-124.466666,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0045401,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,283,240,Complete,11.3,NA
546,45404,45404,187838,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,F1,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,41.583333,-124.483333,2004,CASCADIA RESEARCH,NA,Added Nov 29,NA,NA,NA,Nico,z0045404,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,329,328,Complete,13.6367,NA
382,45405,45405,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,E6,MnMito25,mito,MnMx-CA/OR/WA/SBC,NA,x,41.416666,-124.483333,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045405,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,320,309,Complete,11.3,NA
148,45407,45407,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,E5,MnMito51,mito,MnMx-CA/OR/WA/SBC,NA,x,41.416666,-124.45,2004,CASCADIA RESEARCH,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045407,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,107,23,In.Progress,16.43,NA
610,45719,45719,NA,NA,NA,NA,HI-SEAK/NBC,M,Aplus,NA,NA,HI-SEAK/NBC,NA,x,57.116666,-134.283333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0045719,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,332,328,Complete,20.2471,NA
434,45720,45720,NA,NA,NA,NA,HI-SEAK/NBC,F,Aplus,NA,NA,HI-SEAK/NBC,NA,x,57.15,-134.15,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,PWF,z0045720,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,325,322,Complete,24.0187,NA
562,45728,45728,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.183333,-134.133333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,PWF,z0045728,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,330,326,Complete,27.1248,NA
563,45731,45731,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.3,-133.866666,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,PWF,z0045731,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,330,326,Complete,27.0762,NA
587,45733,45733,NA,NA,NA,NA,HI-SEAK/NBC,F,Aplus,NA,NA,HI-SEAK/NBC,NA,x,57.333333,-133.833333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0045733,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,331,327,Complete,18.0417,NA
539,45736,45736,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.416666,-133.85,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,"PWF, Chris Gabriele",z0045736,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,329,324,Complete,18.0702,NA
435,45739,45739,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.683333,-134,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,"PWF, Chris Gabriele",z0045739,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,325,321,Complete,14.8384,NA
482,45740,45740,NA,NA,NA,NA,HI-SEAK/NBC,M,Aplus,NA,NA,HI-SEAK/NBC,NA,x,57.683333,-133.983333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,PWF,z0045740,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,327,324,Complete,20.2925,NA
540,45741,45741,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.65,-133.983333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,PWF,z0045741,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,329,327,Complete,22.4943,NA
541,45742,45742,NA,NA,NA,NA,HI-SEAK/NBC,F,Aplus,NA,NA,HI-SEAK/NBC,NA,x,57.633333,-133.95,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,[no name] Displayed with permission from [**SPLASH project**],z0045742,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,329,327,Complete,15.9596,NA
616,45776,45776,NA,NA,NA,NA,MnMx-SEAK,M,Aplus,NA,NA,MnMx-SEAK,NA,x,57.75,-134.083333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,FIBB,z0045776,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,332,330,Complete,24.6574,NA
505,45779,45779,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.75,-134.083333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,Seen in NBC and SEAK,NA,"Yes, collaborator",NA,PWF,z0045779,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,328,325,Complete,42.7256,NA
588,45781,45781,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.75,-134.083333,2004,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0045781,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,331,328,Complete,33.23,NA
271,45792,45792,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,35.05,-120.783333,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045792,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,276,252,Complete,63.01,NA
595,45793,45793,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,M,E1,MnMito08,mito,MnMx-CA/OR/WA/SBC,NA,x,34.666666,-120.8,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0045793,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,331,329,Complete,540.11,NA
39,46925,203524,178357,46925,91060,NA,MnMx-SEAK,M,Aminus,NA,NA,MnMx-SEAK,NA,x,58.742576,-136.051747,2019,SLOUGHED-AK-GBNP,Chris Gabriele,NA,NA,"Yes, collaborator",NA,FIBB,z0046925,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,7.8769,X
327,47562,47562,NA,NA,NA,NA,HI-GOA,M,Aplus,NA,HI.nonSEAK,HI-GOA,x,x,55.05,-160.333333,2004,BIOPSY-SPLASH-UAF,Bree Wittteveen,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0047562,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,305,279,Complete,34.3,NA
53,47601,47601,NA,NA,NA,NA,HI-GOA,M,Aminus,NA,HI.nonSEAK,HI-GOA,NA,x,57.183333,-153.116666,2004,BIOPSY-SPLASH-UAF,NA,Added 1.10.22,NA,NA,NA,SPLASH match,z0047601,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,Abandoned,22.4448,NA
8,47602,47602,NA,NA,NA,NA,HI-NGOA,F,Aplus,NA,NA,HI-NGOA,NA,x,57.183333,-153.116666,2004,BIOPSY-SPLASH-UAF,NA,bonus,NA,NA,NA,SPLASH match,z0047602,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,NA,NA
95,47603,47603,NA,NA,NA,NA,MnMx-GOA,F,F4,NA,NA,MnMx-GOA,NA,x,57.183333,-153.116666,2004,BIOPSY-SPLASH-UAF,NA,bonus,NA,NA,NA,SPLASH match,z0047603,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,11,1,Abandoned,NA,NA
9,47613,47613,NA,NA,NA,NA,HI-NGOA,F,Aminus,NA,NA,HI-NGOA,NA,x,56.933333,-153.15,2004,BIOPSY-SPLASH-UAF,NA,bonus,NA,NA,NA,SPLASH match,z0047613,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,NA,NA
533,47854,47854,NA,NA,NA,NA,HI-AI.Ber,M,Aplus,NA,HI.nonSEAK,HI-AI.Ber,x,x,53.783333,-167.9,2005,BIOPSY-NMML-05AE,Paul,NA,3-Nov-21,NA,NA,SPLASH match,z0047854,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,329,323,Complete,19,NA
403,49019,49019,NA,NA,NA,NA,NA,M,F3,MnMito41,mito,mito,NA,x,37.6,-123.083333,2005,BIOPSY-SWFSC-PICEAS,Jay,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0049019,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,322,319,Complete,11.63,NA
524,49020,49020,NA,NA,NA,NA,NA,M,F6,MnMito43,mito,mito,NA,x,37.55,-123.15,2005,BIOPSY-SWFSC-PICEAS,Jay,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0049020,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,328,325,Complete,30.8,NA
605,51185,51185,NA,NA,NA,NA,CentAm,M,E1,NA,NA,CentAm,NA,x,37.2,-124.05,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",z0051185,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,332,328,Complete,61.6518,NA
406,51324,51324,NA,NA,NA,CentAm,CentAm,M,F2,MnMito32,mito,CentAm,NA,x,35.533333,-121.366666,2005,BIOPSY-SWFSC-CSCAPE,Karin,"Alleged dup of 53759, but sex and hap are different",2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051324,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,323,306,Complete,86.26,NA
258,51326,51326,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,35.533333,-121.366666,2005,BIOPSY-SWFSC-CSCAPE,NA,Added Nov 24,NA,NA,NA,FIBB,z0051326,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,268,223,In.Progress,11.8286,X
423,51327,51327,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,E4,MnMito51,mito,MnMx-CA/OR/WA/SBC,x,x,35.533333,-121.366666,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051327,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,324,315,Complete,168.65,NA
133,51328,51328,NA,NA,NA,NA,CentAm,M,F2,NA,NA,CentAm,NA,x,35.533333,-121.366666,2005,BIOPSY-SWFSC-CSCAPE,NA,Added Nov 24,NA,NA,NA,Nico,z0051328,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,67,11,Abandoned,9.83291,NA
261,51380,51380,NA,NA,NA,MixSM,CentAm,M,E1,MnMito08,mito,CentAm,NA,x,34.166666,-120.85,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,FIBB,z0051380,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,270,232,In.Progress,31.13,NA
29,51381,51381,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,F2,MnMito32,mito,MnMx-CA/OR/WA/SBC,NA,x,34.166666,-120.85,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051381,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,16.34,NA
79,51399,51399,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E7,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,48.25,-125.65,2005,BIOPSY-SWFSC-CSCAPE,NA,Added 1.10.22,NA,NA,NA,Nico,z0051399,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,Abandoned,13.2191,NA
636,51400,51400,NA,NA,NA,MMex.WA,MnMx-CA/OR/WA/SBC,M,E4,MnMito22,mito,MnMx-CA/OR/WA/SBC,NA,x,48.233333,-125.833333,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051400,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,334,332,Complete,37.03,NA
652,51402,51402,53052,NA,NA,SMex,SMX,M,E6,MnMito25,mito,SMX,NA,x,48.583333,-125.533333,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Katherina,z0051402,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,337,333,Complete,42.51,NA
369,51404,51404,NA,NA,NA,NA,SMX,F,E1,NA,NA,SMX,NA,x,48,-124.816666,2005,BIOPSY-SWFSC-CSCAPE,Karin,"Added Nov 29; low concentration, but ended up with enough after drying down",NA,NA,NA,FIBB,z0051404,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,316,298,Complete,7.73042,X
115,51405,51405,NA,NA,NA,NA,SMX,M,Aplus,NA,NA,SMX,NA,x,47.033333,-124.816666,2005,BIOPSY-SWFSC-CSCAPE,Karin,Added 1.10.22,NA,NA,NA,"FIBB, Nico",z0051405,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,1,Abandoned,16.4404,NA
30,51428,51428,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,F,F2,MnMito33,mito,MnMx-CA/OR/WA/SBC,NA,x,35.75,-121.666666,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051428,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,53.63,NA
287,51431,51431,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,A3,MnMito01,mito,MnMx-CA/OR/WA/SBC,x,x,35.75,-121.666666,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051431,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,286,249,Complete,19.71,NA
58,51447,51447,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,F6,MnMito43,mito,MnMx-CA/OR/WA/SBC,NA,x,37.383333,-123.716666,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,z0051447,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,Abandoned,12.68,NA
203,51875,51875,NA,NA,NA,Baja,MnMx-CA/OR/WA/SBC,F,E4,MnMito22,mito,MnMx-CA/OR/WA/SBC,NA,x,47.466666,-125.116666,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,z0051875,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,219,97,In.Progress,11.38,NA
48,51879,51879,NA,NA,NA,MMex,SMX,M,F2,MnMito29,mito,SMX,NA,x,34.2,-119.783333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,z0051879,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,Abandoned,14.32,NA
372,51885,51885,51958,NA,NA,Baja,MnMx-CA/OR/WA/SBC,M,Aplus,MnMito04,mito,MnMx-CA/OR/WA/SBC,NA,x,47.933333,-125.133333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0051885,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,318,299,Complete,27.99,NA
542,51888,51888,NA,NA,NA,NA,HI-WA/SBC,M,Aplus,NA,NA,HI-WA/SBC,NA,x,47.933333,-125.166666,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",Craig Hayslip,NA,z0051888,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,329,325,Complete,8.27421,NA
504,51891,51891,NA,NA,NA,NA,CentAm,F,F3,NA,NA,CentAm,NA,x,35.35,-120.933333,2005,BIOPSY-CASCADIA,NA,Added Nov 29,NA,NA,NA,Nico,z0051891,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,328,325,Complete,28.6372,NA
407,51893,51893,NA,NA,NA,CentAm,CentAm,M,F2,MnMito32,mito,CentAm,NA,x,35.3,-120.966666,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051893,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,323,313,Complete,13.07,NA
242,51895,51895,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,M,F2,MnMito34,mito,MnMx-CA/OR/WA/SBC,NA,x,35.333333,-120.95,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051895,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,257,188,In.Progress,12.39,NA
620,51898,51898,NA,NA,NA,NA,SMX,M,Aplus,NA,NA,SMX,NA,x,34.283333,-119.883333,2005,BIOPSY-CASCADIA,John,Added Nov 29,NA,NA,NA,Nico,z0051898,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,332,329,Complete,29.8594,NA
388,16576,16576,51899,178335,NA,MixSM,SMX,M,A3,MnMito01,mito,SMX,NA,x,34.25,-120,1999,SLOUGHED-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0051899,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,320,306,Complete,60.79,NA
93,51906,51906,NA,NA,NA,Baja,NA,M,E10,MnMito15,mito,mito,NA,x,41.833333,-124.45,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051906,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,9,1,Abandoned,12.51,NA
240,51918,51918,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,F,E4,MnMito22,mito,MnMx-CA/OR/WA/SBC,NA,x,44.066666,-124.766666,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051918,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,256,199,In.Progress,13.77,NA
173,51929,51929,NA,NA,NA,CentAm,CentAm,M,F2,MnMito32,mito,CentAm,NA,x,35.066666,-120.85,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051929,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,183,111,In.Progress,13.24,NA
59,51932,51932,NA,NA,NA,MMex.WA,MnMx-CA/OR/WA/SBC,M,E7,MnMito27,mito,MnMx-CA/OR/WA/SBC,NA,x,47.85,-125.083333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051932,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,Abandoned,22.53,NA
73,51945,51945,NA,NA,NA,NA,SMX,F,F3,NA,NA,SMX,NA,x,38.05,-123.433333,2005,BIOPSY-CASCADIA,John,Added Dec 15,NA,NA,MMOBiDiC-PUBLIC,NA,z0051945,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,Abandoned,15.0176,NA
417,51947,51947,175921,NA,NA,CentAm,CentAm,M,F3,MnMito41,mito,CentAm,NA,x,37.433333,-122.483333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051947,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,324,315,Complete,49.18,NA
137,51959,51959,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,F,E7,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,46.966666,-124.8,2005,BIOPSY-CASCADIA,NA,"Removed 1.20, was sub no longer needed; Added 1.12.22",NA,NA,NA,FIBB,z0051959,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,74,14,In.Progress,23.85,NA
91,51966,51966,NA,NA,NA,MMex,MnMx-CA/OR/WA/SBC,F,F2,MnMito29,mito,MnMx-CA/OR/WA/SBC,NA,x,40.466666,-124.616666,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,z0051966,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,6,0,Abandoned,10.34,NA
