"","locus","inds.genoed","num.unique.genos","num.alleles.pos1","num.alleles.pos2","num.alleles.pos3","num.alleles.pos4","num.alleles.pos5"
"287","Mnov_gtseq_56",546,7,3,2,1,1,1
"288","Mnov_gtseq_57",516,7,2,3,2,1,1
"289","Mnov_gtseq_58",516,6,2,2,1,1,1
"290","Mnov_gtseq_6",529,3,2,1,1,1,1
"291","Mnov_gtseq_60",546,3,2,1,1,1,1
"292","Mnov_gtseq_61",546,6,2,2,1,1,1
"293","Mnov_gtseq_63",536,3,2,1,1,1,1
"294","Mnov_gtseq_64",546,9,2,2,1,1,1
"295","Mnov_gtseq_65",546,3,2,1,1,1,1
"296","Mnov_gtseq_66",542,3,2,1,1,1,1
"297","Mnov_gtseq_67",546,3,2,1,1,1,1
"298","Mnov_gtseq_68",485,7,2,3,1,1,1
"299","Mnov_gtseq_69",546,3,2,1,1,1,1
"300","Mnov_gtseq_70",546,3,2,1,1,1,1
"301","Mnov_gtseq_71",546,6,2,2,1,1,1
"302","Mnov_gtseq_72",546,6,2,2,1,1,1
"303","Mnov_gtseq_73",546,3,2,1,1,1,1
"304","Mnov_gtseq_74",546,6,2,2,1,1,1
"305","Mnov_gtseq_75",544,6,3,1,1,1,1
"306","Mnov_gtseq_79",525,3,2,1,1,1,1
"307","Mnov_gtseq_8",528,3,2,1,1,1,1
"308","Mnov_gtseq_80",542,3,2,1,1,1,1
"309","Mnov_gtseq_81",534,3,2,1,1,1,1
"310","Mnov_gtseq_82",545,6,2,2,1,1,1
"311","Mnov_gtseq_83",543,3,2,1,1,1,1
"312","Mnov_gtseq_84",546,7,2,3,1,1,1
"313","Mnov_gtseq_86",545,4,2,2,1,1,1
"314","Mnov_gtseq_88",504,3,2,1,1,1,1
"315","Mnov_gtseq_90",546,3,2,1,1,1,1
"316","Mnov_gtseq_91",526,3,2,1,1,1,1
"317","Mnov_gtseq_92",542,6,2,2,1,1,1
"318","Mnov_gtseq_93",544,3,2,1,1,1,1
"319","Mnov_gtseq_94",541,3,2,1,1,1,1
"320","Mnov_gtseq_97",512,6,2,2,1,1,1
"321","Mnov_gtseq_98",546,5,2,2,1,1,1
