"","locus","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","num.snps"
"235","Mnov_gtseq_504",535,2,0.996275605214153,3,0.00560747663551402,0,0.507166274708654,0.508379888268156,2
"236","Mnov_gtseq_506",467,70,0.869646182495345,2,0.00428265524625268,0,0.459325103107335,0.39292364990689,1
"237","Mnov_gtseq_507",532,5,0.990689013035382,2,0.0037593984962406,0,0.500327134864442,0.474860335195531,1
"238","Mnov_gtseq_509",491,46,0.914338919925512,2,0.00407331975560081,0,0.487222606301812,0.456238361266294,1
"239","Mnov_gtseq_51",531,6,0.988826815642458,2,0.00376647834274953,0,0.498419392571056,0.48975791433892,1
"240","Mnov_gtseq_511",448,89,0.834264432029795,2,0.00446428571428571,0,0.47511721867518,0.404096834264432,1
"241","Mnov_gtseq_513",515,22,0.95903165735568,2,0.00388349514563107,0,0.455733250304283,0.415270018621974,1
"242","Mnov_gtseq_514",532,5,0.990689013035382,3,0.0056390977443609,0,0.391647628006988,0.364990689013035,2
"243","Mnov_gtseq_515",502,35,0.934823091247672,3,0.00597609561752988,0,0.625063057838437,0.581005586592179,2
"244","Mnov_gtseq_517",506,31,0.942271880819367,2,0.00395256916996047,0,0.471874596826216,0.474860335195531,1
"245","Mnov_gtseq_518",536,1,0.998137802607076,3,0.00559701492537313,0.00186567164179104,0.466844698078236,0.446927374301676,2
"246","Mnov_gtseq_521",474,63,0.88268156424581,2,0.00421940928270042,0,0.500347533182736,0.411545623836127,1
"247","Mnov_gtseq_522",535,2,0.996275605214153,2,0.00373831775700935,0,0.424820121871257,0.426443202979516,1
"248","Mnov_gtseq_523",535,2,0.996275605214153,2,0.00373831775700935,0,0.488130229142442,0.471135940409683,1
"249","Mnov_gtseq_529",392,145,0.729981378026071,2,0.00510204081632653,0,0.440378450230667,0.327746741154562,1
"250","Mnov_gtseq_53",537,0,1,2,0.0037243947858473,0,0.500075494488902,0.495344506517691,1
"251","Mnov_gtseq_532",481,56,0.895716945996276,7,0.0145530145530146,0,0.688580199506318,0.629422718808194,3
"252","Mnov_gtseq_533",532,5,0.990689013035382,2,0.0037593984962406,0,0.47667616831354,0.454376163873371,1
"253","Mnov_gtseq_536",316,221,0.588454376163873,3,0.00949367088607595,0,0.528240285662701,0.301675977653631,2
"254","Mnov_gtseq_54",536,1,0.998137802607076,2,0.00373134328358209,0.00186567164179104,0.184337416558663,0.186219739292365,1
"255","Mnov_gtseq_541",537,0,1,2,0.0037243947858473,0,0.431045763544319,0.418994413407821,1
"256","Mnov_gtseq_543",535,2,0.996275605214153,3,0.00560747663551402,0,0.536896217095198,0.534450651769088,2
"257","Mnov_gtseq_544",535,2,0.996275605214153,2,0.00373831775700935,0,0.493961515260135,0.480446927374302,1
"258","Mnov_gtseq_545",533,4,0.992551210428305,2,0.00375234521575985,0,0.489474935919457,0.502793296089385,1
"259","Mnov_gtseq_546",493,44,0.918063314711359,4,0.00811359026369168,0,0.578303353548666,0.51024208566108,3
"260","Mnov_gtseq_547",537,0,1,2,0.0037243947858473,0,0.495951933439893,0.480446927374302,1
"261","Mnov_gtseq_548",535,2,0.996275605214153,2,0.00373831775700935,0,0.496096447898726,0.456238361266294,1
"262","Mnov_gtseq_549",527,10,0.981378026070764,3,0.00569259962049336,0,0.339229561873458,0.327746741154562,2
"263","Mnov_gtseq_55",513,24,0.955307262569832,5,0.00974658869395711,0.00194931773879142,0.626324347454001,0.603351955307263,5
"264","Mnov_gtseq_550",380,157,0.707635009310987,2,0.00526315789473684,0,0.205034324942792,0.130353817504655,1
"265","Mnov_gtseq_553",394,143,0.733705772811918,2,0.0050761421319797,0,0.180635195015448,0.135940409683426,1
"266","Mnov_gtseq_56",537,0,1,3,0.00558659217877095,0,0.267404950702967,0.277467411545624,2
"267","Mnov_gtseq_57",507,30,0.94413407821229,3,0.00591715976331361,0,0.626667912794422,0.58659217877095,3
"268","Mnov_gtseq_58",507,30,0.94413407821229,3,0.00591715976331361,0,0.588567556674474,0.549348230912477,2
"269","Mnov_gtseq_6",525,12,0.977653631284916,2,0.00380952380952381,0,0.498123382813564,0.452513966480447,1
"270","Mnov_gtseq_60",537,0,1,2,0.0037243947858473,0,0.493794700113328,0.478584729981378,1
"271","Mnov_gtseq_61",537,0,1,3,0.00558659217877095,0,0.659153663391768,0.666666666666667,2
"272","Mnov_gtseq_63",530,7,0.986964618249534,2,0.00377358490566038,0,0.498973755946336,0.497206703910615,1
"273","Mnov_gtseq_64",537,0,1,4,0.0074487895716946,0,0.552274293172001,0.556797020484171,2
"274","Mnov_gtseq_65",537,0,1,2,0.0037243947858473,0,0.496793653603517,0.471135940409683,1
"275","Mnov_gtseq_66",533,4,0.992551210428305,2,0.00375234521575985,0,0.497361907530235,0.482309124767225,1
"276","Mnov_gtseq_67",537,0,1,2,0.0037243947858473,0,0.494627742749492,0.471135940409683,1
"277","Mnov_gtseq_68",476,61,0.886405959031657,4,0.00840336134453781,0.00210084033613445,0.538024989175481,0.446927374301676,2
"278","Mnov_gtseq_69",537,0,1,2,0.0037243947858473,0,0.49502343800167,0.504655493482309,1
"279","Mnov_gtseq_70",537,0,1,2,0.0037243947858473,0,0.499547900819332,0.502793296089385,1
"280","Mnov_gtseq_71",537,0,1,3,0.00558659217877095,0,0.528553404107247,0.502793296089385,2
"281","Mnov_gtseq_72",537,0,1,3,0.00558659217877095,0,0.578381502288264,0.58659217877095,2
"282","Mnov_gtseq_73",537,0,1,2,0.0037243947858473,0,0.291495502437517,0.260707635009311,1
"283","Mnov_gtseq_74",537,0,1,3,0.00558659217877095,0,0.231591059369907,0.230912476722533,2
"284","Mnov_gtseq_75",535,2,0.996275605214153,3,0.00560747663551402,0,0.534053137266902,0.46927374301676,1
"285","Mnov_gtseq_79",516,21,0.960893854748603,2,0.00387596899224806,0,0.118149384581839,0.11731843575419,1
"286","Mnov_gtseq_8",519,18,0.966480446927374,2,0.00385356454720617,0,0.267640648602851,0.206703910614525,1
"287","Mnov_gtseq_80",533,4,0.992551210428305,2,0.00375234521575985,0,0.496410608743141,0.482309124767225,1
"288","Mnov_gtseq_82",536,1,0.998137802607076,3,0.00559701492537313,0.00186567164179104,0.545993770642585,0.532588454376164,2
"289","Mnov_gtseq_83",537,0,1,2,0.0037243947858473,0,0.461936025796554,0.476722532588454,1
"290","Mnov_gtseq_84",537,0,1,4,0.0074487895716946,0.00186219739292365,0.657515346207313,0.657355679702048,2
"291","Mnov_gtseq_86",537,0,1,3,0.00558659217877095,0.00186219739292365,0.501484724948412,0.513966480446927,2
"292","Mnov_gtseq_90",537,0,1,2,0.0037243947858473,0,0.365372500221277,0.353817504655493,1
"293","Mnov_gtseq_91",523,14,0.973929236499069,2,0.00382409177820268,0,0.448220150585049,0.402234636871508,1
"294","Mnov_gtseq_92",536,1,0.998137802607076,3,0.00559701492537313,0.00186567164179104,0.602364577671865,0.62756052141527,2
"295","Mnov_gtseq_93",535,2,0.996275605214153,2,0.00373831775700935,0,0.485988302457533,0.450651769087523,1
"296","Mnov_gtseq_94",532,5,0.990689013035382,2,0.0037593984962406,0,0.491556383904257,0.463687150837989,1
"297","Mnov_gtseq_97",504,33,0.93854748603352,3,0.00595238095238095,0,0.597458662379219,0.51024208566108,2
"298","Mnov_gtseq_98",537,0,1,3,0.00558659217877095,0,0.503072712473599,0.478584729981378,2
